"ID"  "date_added"  "date_ended"  "site"  "value"  "discount"  "sold"  "MerchantID"  "category"
"12013"  682152  2011-09-12  2011-09-14  "Groupon"  24  50  83  149621  "Shows"
"12014"  9731341  2012-06-26  2012-07-01  "Groupon"  500  50  4  75285  "Makeup"
"12015"  12614978  2012-11-13  2012-11-20  "AmazonLocal"  20  50  62  45039  "Shows"
"12016"  19945676  2013-05-14  2013-05-21  "AmazonLocal"  40  50  31  770167  "Outdoor Adventures"
"12017"  9843030  2012-07-05  2012-07-11  "Groupon"  400  50  5  501862  "Makeup"
"12018"  12151021  2012-10-17  2012-10-25  "Groupon"  2200  67  1  9985  "Skin Care"
"12019"  18058121  2013-02-11  2013-02-11  "Groupon"  900  79  5  391637  "Spa"
"12020"  9879591  2012-07-12  2012-07-15  "LivingSocial"  120  53  42  70314  "Hair Salons"
"12021"  857684  2011-07-18  2011-07-21  "Groupon"  125  50  16  7864  "Massage"
"12022"  5321  2010-06-30  2010-07-01  "Groupon"  75  60  33  6675  "Yoga"
"12023"  1833837  2011-12-01  2011-12-06  "Groupon"  31  51  66  67004  "Kids"
"12024"  2128914  2011-12-14  2011-12-20  "Groupon"  290  60  9  225337  "Automotive"
"12025"  3695403  2012-02-02  2012-02-06  "Groupon"  240  50  10  15661  "Outdoor Adventures"
"12026"  3943263  2012-02-11  2012-02-15  "Groupon"  294  60  10  264278  "Restaurants"
"12027"  5411937  2012-03-03  2012-03-07  "Groupon"  180  81  30  35683  "Automotive"
"12028"  6806041  2012-03-11  2012-03-16  "Groupon"  295  66  10  40826  "Spa"
"12029"  8246106  2012-04-16  2012-04-21  "Groupon"  250  52  9  5651  "Facials"
"12030"  9735159  2012-06-27  2012-07-01  "Groupon"  324  63  10  25798  "Outdoor Adventures"
"12031"  10762106  2012-08-17  2012-08-22  "Groupon"  225  53  10  531313  "Facials"
"12032"  10946384  2012-08-31  2012-09-05  "Groupon"  400  75  10  11239  "Spa"
"12033"  11045318  2012-09-05  2012-09-10  "Groupon"  400  75  10  4142  "Spa"
"12034"  11279883  2012-09-11  2012-09-16  "Groupon"  198  54  10  140011  "Outdoor Adventures"
"12035"  11341235  2012-09-14  2012-09-19  "Groupon"  246  52  10  548880  "Nail Care"
"12036"  11531682  2012-09-22  2012-09-28  "Groupon"  220  52  9  7309  "Spa"
"12037"  11692572  2012-10-05  2012-10-10  "Groupon"  255  62  10  53390  "Spa"
"12038"  12227304  2012-10-22  2012-10-28  "Groupon"  210  63  10  574977  "Massage"
"12039"  12246730  2012-10-29  2012-11-04  "Groupon"  240  59  10  24980  "Spa"
"12040"  12485647  2012-11-02  2012-11-08  "Groupon"  240  52  10  595493  "Facials"
"12041"  12781098  2012-11-13  2012-11-19  "Groupon"  250  51  10  611655  "Women's Clothing"
"12042"  12781198  2012-11-14  2012-11-19  "Groupon"  198  56  10  561949  "Hair Salons"
"12043"  12819390  2012-11-15  2012-11-20  "Groupon"  230  53  10  172240  "Nail Care"
"12044"  12662218  2012-11-15  2012-11-23  "Groupon"  325  70  10  107184  "Facials"
"12045"  12958206  2012-11-18  2012-11-24  "Groupon"  290  66  10  239135  "Personal Trainer"
"12046"  13076763  2012-11-22  2012-11-27  "Groupon"  214  56  10  18408  "Fitness Classes"
"12047"  13037342  2012-11-26  2012-12-02  "Groupon"  400  76  10  62733  "Spa"
"12048"  13243827  2012-12-03  2012-12-07  "Groupon"  215  54  10  624341  "Spa"
"12049"  13443817  2012-11-29  2012-12-07  "Groupon"  400  71  10  211504  "Spa"
"12050"  13513344  2012-12-09  2012-12-13  "Groupon"  242  60  10  38877  "Shows"
"12051"  13671864  2012-12-07  2012-12-13  "Groupon"  198  60  10  5018  "Golf"
"12052"  13445062  2012-12-07  2012-12-15  "Groupon"  400  76  10  4142  "Skin Care"
"12053"  13866072  2012-12-11  2012-12-18  "Groupon"  290  66  10  115037  "Hair Salons"
"12054"  14230823  2012-12-22  2012-12-28  "Groupon"  295  71  10  131912  "Travel"
"12055"  14693853  2013-01-10  2013-01-15  "Groupon"  400  76  10  535104  "Spa"
"12056"  15090658  2013-01-22  2013-01-28  "Groupon"  204  52  10  661915  "Spa"
"12057"  17564545  2013-01-29  2013-02-04  "Groupon"  658  86  10  458005  "Fitness Classes"
"12058"  18241446  2013-02-15  2013-02-23  "Groupon"  549  82  10  6321  "Outdoor Adventures"
"12059"  18227127  2013-02-22  2013-02-28  "Groupon"  255  62  10  31534  "Facials"
"12060"  18539059  2013-03-01  2013-03-07  "Groupon"  149  43  10  50182  "Life Skills Classes"
"12061"  18554388  2013-03-01  2013-03-08  "Groupon"  262.5  51  10  61789  "Home Services"
"12062"  18638460  2013-03-08  2013-03-14  "Groupon"  260  55  10  745784  "Tours"
"12063"  18806999  2013-03-26  2013-04-01  "Groupon"  17  36  90  7655  "Outdoor Adventures"
"12064"  18947363  2013-03-30  2013-04-06  "Groupon"  250  54  10  67683  "Makeup"
"12065"  18875710  2013-03-31  2013-04-07  "Groupon"  240  59  10  77157  "Outdoor Adventures"
"12066"  18956976  2013-04-02  2013-04-08  "Groupon"  200  53  10  270893  "Dance Classes"
"12067"  19123536  2013-04-25  2013-05-02  "Groupon"  199  51  10  756258  "Spa"
"12068"  20048720  2013-04-26  2013-05-22  "Groupon"  290  66  10  115037  "Hair Salons"
"12069"  12299138  2012-10-31  2012-11-14  "LivingSocial"  345  57  16  494647  "Life Skills Classes"
"12070"  7123900  2012-03-14  2012-03-17  "LivingSocial"  40  50  119  407694  "Restaurants"
"12071"  8178641  2012-04-18  2012-04-21  "LivingSocial"  15  53  340  316703  "Restaurants"
"12072"  7163414  2012-03-16  2012-03-20  "HomeRun"  40  50  7  3788  "Tanning"
"12073"  9764405  2012-07-06  2012-07-10  "HomeRun"  20  50  14  227737  "Restaurants"
"12074"  11898544  2012-10-15  2012-10-19  "HomeRun"  75  54  4  15942  "Life Skills Classes"
"12075"  3069756  2012-01-09  2012-01-12  "LivingSocial"  294  87  61  12281  "Gym"
"12076"  2446302  2011-12-27  2011-12-30  "AmazonLocal"  30  50  41  3338  "Tanning"
"12077"  993166  2011-10-12  2011-10-12  "Groupon"  15  53  141  6371  "Restaurants"
"12078"  14656976  2013-01-09  2013-01-23  "LivingSocial"  500  80  24  52256  "Kids"
"12079"  857806  2011-08-24  2011-08-28  "Groupon"  60  52  34  128346  "Concerts"
"12080"  9724074  2012-06-23  2012-06-28  "Groupon"  270  50  9  458749  "Skin Care"
"12081"  18865467  2013-03-24  2013-03-30  "Groupon"  212  49  9  5208  "Restaurants"
"12082"  19063756  2013-04-17  2013-04-23  "Groupon"  212  49  9  5208  "Restaurants"
"12083"  10188241  2012-07-25  2012-07-28  "LivingSocial"  40  50  118  728291  "Waxing"
"12084"  13551909  2012-12-10  2012-12-17  "LivingSocial"  40  50  118  630351  "Restaurants"
"12085"  18181140  2013-02-19  2013-02-26  "LivingSocial"  125  53  40  555079  "Spa"
"12086"  7195283  2012-03-18  2012-03-24  "Groupon"  100  51  20  407905  "Home Services"
"12087"  9092459  2012-05-14  2012-05-18  "Groupon"  125  51  20  5385  "Yoga"
"12088"  8957463  2012-05-26  2012-05-31  "Groupon"  240  79  20  30223  "Gym"
"12089"  9353640  2012-06-03  2012-06-08  "Groupon"  120  50  20  82091  "Spa"
"12090"  9844132  2012-07-11  2012-07-14  "Groupon"  350  86  20  223534  "Life Skills Classes"
"12091"  9844197  2012-07-11  2012-07-18  "Groupon"  130  62  20  48246  "Yoga"
"12092"  10927548  2012-08-30  2012-09-04  "Groupon"  130  62  20  48246  "Yoga"
"12093"  11088173  2012-09-05  2012-09-07  "Groupon"  320  75  20  12358  "Yoga"
"12094"  11241596  2012-09-09  2012-09-14  "Groupon"  100  60  20  167315  "Concerts"
"12095"  11386250  2012-09-16  2012-09-21  "Groupon"  100  51  20  6411  "Facials"
"12096"  11592428  2012-10-01  2012-10-06  "Groupon"  199  75  20  20565  "Boot Camp"
"12097"  11711625  2012-10-05  2012-10-06  "Groupon"  105  60  20  269465  "Facials"
"12098"  11817484  2012-10-11  2012-10-17  "Groupon"  140  65  20  402778  "Yoga"
"12099"  12433389  2012-10-31  2012-11-06  "Groupon"  100  48  20  594005  "Museums"
"12100"  13118213  2012-11-28  2012-12-04  "Groupon"  100  51  20  82091  "Spa"
"12101"  13443856  2012-12-01  2012-12-07  "Groupon"  99  60  20  172462  "Kids"
"12102"  14060092  2012-12-23  2012-12-30  "Groupon"  125  61  20  15031  "Spa"
"12103"  16817333  2013-02-01  2013-02-07  "Groupon"  99.9  51  20  454763  "Restaurants"
"12104"  18161439  2013-02-12  2013-02-18  "Groupon"  100  50  20  114948  "Restaurants"
"12105"  18638501  2013-03-08  2013-03-14  "Groupon"  278  80  20  139883  "Fitness Classes"
"12106"  18887258  2013-03-26  2013-04-01  "Groupon"  106.94  54  20  613355  "Restaurants"
"12107"  18957656  2013-04-08  2013-04-15  "Groupon"  250  81  20  32422  "Vision and Eye Care"
"12108"  19006829  2013-04-09  2013-04-15  "Groupon"  310  83  20  41736  "Fitness Classes"
"12109"  14734203  2013-01-11  2013-01-18  "AmazonLocal"  35  40  29  178336  "Concerts"
"12110"  201984  2011-07-28  2011-07-29  "LivingSocial"  30  50  157  99366  "Restaurants"
"12111"  19193918  2013-04-30  2013-05-07  "LivingSocial"  30  50  157  476775  "Shows"
"12112"  9717358  2012-07-05  2012-07-19  "CBS Local"  102  51  8  218817  "Golf"
"12113"  14656977  2013-01-09  2013-01-16  "LivingSocial"  350  86  48  50918  "Gym"
"12114"  18642329  2013-03-14  2013-03-21  "LivingSocial"  245  80  48  36708  "Spa"
"12115"  857700  2011-07-27  2011-07-29  "Groupon"  123  50  16  97743  "Hair Salons"
"12116"  19058039  2013-04-22  2013-05-06  "LivingSocial"  55  55  94  75693  "Spa"
"12117"  8005269  2012-04-11  2012-04-14  "LivingSocial"  75  61  81  4540  "Dance Classes"
"12118"  2154824  2011-12-17  2011-12-21  "Groupon"  150  55  13  7036  "Museums"
"12119"  3338922  2012-01-16  2012-01-21  "Groupon"  195  65  13  14528  "Life Skills Classes"
"12120"  1206248  2011-10-26  2011-10-28  "DealFind"  49  61  26  67436  "Hair Salons"
"12121"  4728696  2012-02-27  2012-02-29  "LivingSocial"  180  50  26  44689  "Life Skills Classes"
"12122"  19972024  2013-05-16  2013-05-23  "LivingSocial"  125  52  39  795803  "Spa"
"12123"  38094  2011-01-31  2011-02-01  "Groupon"  10  50  194  25289  "Museums"
"12124"  1593864  2011-11-16  2011-11-18  "AmazonLocal"  15  53  86  203920  "Restaurants"
"12125"  3870729  2012-02-13  2012-02-16  "AmazonLocal"  15  53  86  264372  "Restaurants"
"12126"  17167078  2013-02-02  2013-02-09  "AmazonLocal"  14  50  86  724451  "Restaurants"
"12127"  7212936  2012-03-19  2012-03-20  "DealFind"  115  57  10  411629  "Hair Salons"
"12128"  8827371  2012-05-17  2012-05-18  "DealFind"  284  82  10  47942  "Home Services"
"12129"  1931271  2011-12-10  2011-12-17  "Groupon"  150  54  14  7448  "Automotive"
"12130"  377590  2011-08-26  2011-08-29  "LivingSocial"  150  50  31  132291  "Home Services"
"12131"  18711290  2013-03-19  2013-03-26  "LivingSocial"  30  50  155  67675  "Restaurants"
"12132"  3398408  2012-01-24  2012-01-27  "AmazonLocal"  125  60  12  81577  "Women's Clothing"
"12133"  10000164  2012-07-17  2012-07-24  "AmazonLocal"  400  50  3  469476  "Spa"
"12134"  12159750  2012-10-25  2012-11-01  "AmazonLocal"  110  64  15  251863  "Hair Salons"
"12135"  12918892  2012-11-23  2012-11-30  "AmazonLocal"  200  75  12  227493  "Vision and Eye Care"
"12136"  18840376  2013-03-28  2013-04-04  "AmazonLocal"  80  50  15  27762  "Massage"
"12137"  18906320  2013-04-02  2013-04-07  "AmazonLocal"  50  50  24  7261  "Hair Salons"
"12138"  19808853  2013-05-03  2013-05-10  "AmazonLocal"  85  53  15  733446  "Spa"
"12139"  19024956  2013-04-17  2013-04-24  "LivingSocial"  80  50  58  414990  "Spa"
"12140"  169523  2011-07-16  2011-07-20  "Groupon"  100  40  16  87907  "Hair Salons"
"12141"  214843  2011-08-01  2011-08-08  "Groupon"  80  50  24  102173  "Home Services"
"12142"  1244513  2011-10-02  2011-10-07  "Groupon"  200  51  12  167315  "Concerts"
"12143"  1931276  2011-12-10  2011-12-15  "Groupon"  120  50  16  222411  "Concerts"
"12144"  3632129  2012-02-03  2012-02-07  "Groupon"  64  50  30  266264  "Hair Salons"
"12145"  3773522  2012-02-09  2012-02-13  "Groupon"  24  50  80  269685  "Tours"
"12146"  3939575  2012-02-15  2012-02-20  "Groupon"  54  55  40  15786  "Concerts"
"12147"  7235715  2012-03-20  2012-03-23  "Groupon"  64  50  30  412722  "Shows"
"12148"  8204882  2012-04-14  2012-04-19  "Groupon"  240  51  10  9365  "Life Skills Classes"
"12149"  12346578  2012-11-02  2012-11-07  "Groupon"  50  36  30  29418  "Restaurants"
"12150"  12781196  2012-11-14  2012-11-19  "Groupon"  96  56  20  561949  "Hair Salons"
"12151"  12995736  2012-11-25  2012-12-02  "Groupon"  280  66  10  187894  "Spa"
"12152"  18268041  2013-02-25  2013-03-03  "Groupon"  24  50  80  72848  "Restaurants"
"12153"  19994101  2013-05-18  2013-05-24  "Groupon"  64  50  30  443972  "Bars/Lounges"
"12154"  3269413  2012-01-18  2012-01-21  "LivingSocial"  30  50  154  253423  "Restaurants"
"12155"  4956764  2012-03-01  2012-03-08  "LivingSocial"  20  50  231  140667  "Kids"
"12156"  8677564  2012-05-10  2012-05-13  "LivingSocial"  20  50  231  767970  "Restaurants"
"12157"  9175497  2012-06-05  2012-06-08  "LivingSocial"  75  53  66  5751  "Dance Classes"
"12158"  3292486  2012-01-19  2012-01-26  "CBS Local"  149  67  8  34950  "Teeth Whitening"
"12159"  8349440  2012-04-26  2012-05-03  "LivingSocial"  24  50  192  269685  "Tours"
"12160"  19122512  2013-04-18  2013-04-25  "Groupon"  475  44  4  571461  "Home Services"
"12161"  18541027  2013-03-07  2013-03-14  "AmazonLocal"  70  50  17  745111  "Hair Salons"
"12162"  11797587  2012-10-10  2012-10-24  "LivingSocial"  40  50  115  566791  "Shows"
"12163"  18610917  2013-03-12  2013-04-09  "LivingSocial"  200  75  46  41182  "Home Services"
"12164"  114308  2011-06-13  2011-06-16  "Groupon"  40  55  53  64530  "Outdoor Adventures"
"12165"  134644  2011-06-30  2011-07-01  "LivingSocial"  30  50  153  16766  "Restaurants"
"12166"  20122853  2013-05-28  2013-06-04  "LivingSocial"  30  50  153  5384  "Restaurants"
"12167"  10053433  2012-07-19  2012-07-23  "HomeRun"  250  82  3  32422  "Vision and Eye Care"
"12168"  2062645  2011-12-13  2011-12-17  "Groupon"  300  54  8  223090  "Restaurants"
"12169"  7215193  2012-03-19  2012-03-26  "LivingSocial"  24  50  191  20013  "Bowling"
"12170"  18949349  2013-04-06  2013-04-13  "LivingSocial"  24  50  191  760602  "Bars/Lounges"
"12171"  7844102  2012-04-04  2012-04-07  "LivingSocial"  20  50  229  428065  "Restaurants"
"12172"  17882007  2013-02-06  2013-02-13  "LivingSocial"  20  50  229  197708  "Restaurants"
"12173"  7417627  2012-03-28  2012-04-01  "Groupon"  38  50  50  43130  "Museums"
"12174"  8228182  2012-04-16  2012-04-20  "Groupon"  225  53  10  436996  "Skin Care"
"12175"  9391894  2012-06-16  2012-06-21  "Groupon"  49  61  50  101488  "Life Skills Classes"
"12176"  9734446  2012-06-27  2012-07-01  "Groupon"  190  50  10  496043  "Automotive"
"12177"  10824678  2012-08-19  2012-08-25  "Groupon"  240  60  10  158230  "Outdoor Adventures"
"12178"  12689044  2012-11-11  2012-11-16  "Groupon"  285  60  10  90791  "Spa"
"12179"  14031777  2012-12-22  2012-12-29  "Groupon"  45  58  50  638953  "Home Services"
"12180"  14090422  2012-12-24  2012-12-30  "Groupon"  190  50  10  4997  "Outdoor Adventures"
"12181"  17920401  2013-02-01  2013-02-07  "Groupon"  199.8  51  10  454763  "Restaurants"
"12182"  18669286  2013-03-10  2013-03-16  "Groupon"  200  51  10  746750  "Facials"
"12183"  20212990  2013-05-27  2013-06-02  "Groupon"  195  53  10  31534  "Hair Salons"
"12184"  11613856  2012-10-02  2012-10-06  "HomeRun"  14  60  24  57150  "Museums"
"12185"  1900734  2011-11-11  2011-11-16  "Groupon"  180  51  12  28006  "Massage"
"12186"  18163729  2013-02-18  2013-02-23  "AmazonLocal"  345  83  10  474214  "Massage"
"12187"  3694596  2012-02-06  2012-02-09  "LivingSocial"  80  50  57  22362  "Hair Salons"
"12188"  8982585  2012-05-28  2012-05-31  "LivingSocial"  150  60  38  472531  "Yoga"
"12189"  12553748  2012-11-11  2012-11-18  "LivingSocial"  80  50  57  30694  "Life Skills Classes"
"12190"  18727659  2013-03-20  2013-04-03  "LivingSocial"  35  51  134  402425  "Life Skills Classes"
"12191"  8880358  2012-05-21  2012-05-24  "AmazonLocal"  39  51  31  466718  "Automotive"
"12192"  19794869  2013-05-02  2013-05-09  "AmazonLocal"  90  79  31  781394  "Fitness Classes"
"12193"  10214010  2012-07-26  2012-07-30  "HomeRun"  255  73  2  211222  "Yoga"
"12194"  13999670  2012-12-21  2012-12-28  "LivingSocial"  225  56  23  13454  "Hair Salons"
"12195"  1217  2010-03-08  2010-03-10  "Groupon"  29  48  63  4030  "Groceries"
"12196"  12461884  2012-11-01  2012-11-07  "Groupon"  285  54  9  196160  "Hair Salons"
"12197"  19029859  2013-04-11  2013-04-18  "Groupon"  520  46  5  760319  "Home Services"
"12198"  20212964  2013-05-26  2013-06-02  "Groupon"  435  65  7  62733  "Massage"
"12199"  3777696  2012-02-09  2012-02-12  "AmazonLocal"  28  50  42  270173  "Restaurants"
"12200"  11151764  2012-09-10  2012-09-13  "AmazonLocal"  180  72  12  545906  "Fitness Classes"
"12201"  11466599  2012-09-25  2012-09-28  "AmazonLocal"  85  50  14  555802  "Spa"
"12202"  11773384  2012-10-09  2012-10-12  "AmazonLocal"  294  84  12  565867  "Dental"
"12203"  12640046  2012-11-14  2012-11-28  "LivingSocial"  18  50  252  612769  "Restaurants"
"12204"  20184649  2013-05-31  2013-06-07  "LivingSocial"  29  52  162  89478  "Shows"
"12205"  18257482  2013-02-24  2013-03-03  "AmazonLocal"  78  50  15  736881  "Pets"
"12206"  19945670  2013-05-14  2013-05-21  "AmazonLocal"  90  50  13  794431  "Massage"
"12207"  12067928  2012-10-22  2012-10-29  "LivingSocial"  147  80  78  407548  "Gym"
"12208"  13871245  2012-12-18  2012-12-25  "LivingSocial"  400  70  19  37375  "Skin Care"
"12209"  3018  2010-05-06  2010-05-07  "LivingSocial"  60  66  113  5108  "Life Skills Classes"
"12210"  9631942  2012-06-29  2012-07-06  "LivingSocial"  20  50  226  99366  "Restaurants"
"12211"  174890  2011-07-18  2011-07-19  "LivingSocial"  18  50  251  89484  "Home Services"
"12212"  219184  2011-08-02  2011-08-03  "DealFind"  220  88  19  103647  "Chiropractor"
"12213"  2098441  2011-12-19  2011-12-23  "Groupon"  100  61  24  70134  "Yoga"
"12214"  85583  2011-05-06  2011-05-09  "LivingSocial"  200  63  30  49713  "Vision and Eye Care"
"12215"  4769168  2012-02-29  2012-03-03  "LivingSocial"  100  70  75  19787  "Boot Camp"
"12216"  8060041  2012-04-13  2012-04-20  "AmazonLocal"  40  50  29  426881  "Life Skills Classes"
"12217"  12435887  2012-11-06  2012-11-13  "AmazonLocal"  20  50  58  255550  "Restaurants"
"12218"  20267414  2013-06-05  2013-06-12  "AmazonLocal"  65  56  20  53264  "Fitness Classes"
"12219"  1129851  2011-06-26  2011-06-29  "Groupon"  245  80  19  72481  "Chiropractor"
"12220"  12436899  2012-11-06  2012-11-09  "LivingSocial"  80  50  56  17880  "Life Skills Classes"
"12221"  1553708  2011-11-14  2011-11-21  "LivingSocial"  30  50  149  202130  "Kids"
"12222"  3450727  2012-01-26  2012-01-29  "LivingSocial"  325  54  15  34431  "Facials"
"12223"  18626525  2013-03-13  2013-03-27  "LivingSocial"  30  50  149  8751  "Kids"
"12224"  857769  2011-08-14  2011-08-17  "Groupon"  750  96  32  33675  "Fitness Classes"
"12225"  1809262  2011-11-29  2011-12-03  "Groupon"  75  61  32  655720  "Automotive"
"12226"  1356341  2011-11-03  2011-11-04  "AmazonLocal"  65  50  18  13991  "Facials"
"12227"  18556501  2013-03-08  2013-03-15  "AmazonLocal"  60  40  16  741691  "Shows"
